ChEMBLID,Name,Synonyms,Type,Max Phase,Molecular Weight,Targets,Bioactivities,AlogP,Polar Surface Area,HBA,HBD,#RO5 Violations,#Rotatable Bonds,Passes Ro3,QED Weighted,CX Acidic pKa,CX Basic pKa,CX LogP,CX LogD,Aromatic Rings,Structure Type,Inorganic Flag,Heavy Atoms,HBA (Lipinski),HBD (Lipinski),#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Molecular Species,Molecular Formula,Smiles,Inchi Key
CHEMBL1201203,BENZTROPINE,BENZATROPINE|BENZTROPINE|COBRENTIN|NK-02,Small molecule,4,307.44,128,369,4.42,12.47,2,0,0,4,N,0.83,None,9.54,4.19,2.06,2,MOL,0,23,2,0,0,307.1936,BASE,C21H25NO,CN1[C@H]2CC[C@@H]1C[C@H](OC(c1ccccc1)c1ccccc1)C2,GIJXKZJWITVLHI-PMOLBWCYSA-N
CHEMBL695,TRIMETHADIONE,A 2297|ABSENTOL|EPIDIONE|J2.519D|MINOALEVIATIN|NSC-15799|NSC-169503|TRIDONE|TRIMETHADIONE|TRIMETHADIONUM|TROXIDONE|Tridione|Trimethadione,Small molecule,4,143.14,134,2054,0.37,46.61,3,0,0,0,Y,0.49,None,None,0.5,0.5,0,MOL,0,10,4,0,0,143.0582,None,C6H9NO3,CN1C(=O)OC(C)(C)C1=O,IRYJRGCIQBGHIV-UHFFFAOYSA-N
CHEMBL1201754,RUFINAMIDE,60231/4|BANZEL|CGP 33101|CGP-33101|E-2080|E2080|INOVELON|RUF 331|RUF-331|RUFINAMIDE,Small molecule,4,238.2,15,37,0.7,73.8,4,1,0,3,N,0.85,12.64,None,1.27,1.27,2,MOL,0,17,5,2,0,238.0666,NEUTRAL,C10H8F2N4O,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,POGQSBRIGCQNEG-UHFFFAOYSA-N
CHEMBL2106085,CLORAZEPATE MONOPOTASSIUM,4311 CB|4311-CB|ABBOTT-39083|CLORAZEPATE MONOPOTASSIUM|CLORAZEPATE POTASSIUM|POTASSIUM CLORAZEPATE,Small molecule,0,352.82,,,2.58,78.76,3,2,0,2,N,0.84,3.32,None,3.21,-0.22,2,MOL,0,22,5,2,0,314.0458,ACID,C16H10ClKN2O3,O=C([O-])C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O.[K+],ULEUKTXFAJZAAV-UHFFFAOYSA-M
CHEMBL3833334,PAPAVERETUM,OMNOPON-SCOPOLAMINE|PAPAVERETUM,Small molecule,4,1033.49,,,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,923.4357,None,C55H64Cl3N3O10,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5.COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC.COc1ccc2c3c1OC1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314.Cl.Cl.Cl,LGFMXOTUSSVQJV-LYAFVJFSSA-N
CHEMBL1531134,MELPERONE,BUNIL|FG 5111|FG-5111|FLUBUPERONE|MELPERONE|METYLPERON,Small molecule,3,263.36,12,39,3.52,20.31,2,0,0,5,N,0.76,None,8.9,3.23,1.72,1,MOL,0,19,2,0,0,263.1685,BASE,C16H22FNO,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,DKMFBWQBDIGMHM-UHFFFAOYSA-N
CHEMBL1328898,MELEVODOPA,CHF-1301|LEVOMET|MELEVODOPA,Small molecule,1,211.22,21,33,0.14,92.78,5,3,0,3,N,0.49,9.29,6.97,0.62,0.47,1,MOL,0,15,5,4,0,211.0845,NEUTRAL,C10H13NO4,COC(=O)[C@@H](N)Cc1ccc(O)c(O)c1,XBBDACCLCFWBSI-ZETCQYMHSA-N
CHEMBL621,TRAZODONE,Desyrel|J10.767K|TRAZODONE|TRITTICO|Trazodone|Trialodine,Small molecule,4,371.87,147,452,2.36,45.78,6,0,0,5,N,0.69,None,7.09,3.13,2.96,3,MOL,0,26,6,0,0,371.1513,NEUTRAL,C19H22ClN5O,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,PHLBKPHSAVXXEF-UHFFFAOYSA-N
CHEMBL190461,CANNABIDIOL,(-)-CANNABIDIOL|(-)-CBD|(-)-TRANS-CANNABIDIOL|.DELTA.1(2)-TRANS-CANNABIDIOL|BTX-1204|BTX-1503|CANNABIDIOL|CANNABIDIOL SOLUTION|CBD|EPIDIOLEX|GWP-42003|GWP-42003-P|GWP42003|GWP42003-P,Small molecule,4,314.47,102,254,5.85,40.46,2,2,1,6,N,0.51,9.13,None,6.33,6.32,1,MOL,0,23,2,2,1,314.2246,NEUTRAL,C21H30O2,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,QHMBSVQNZZTUGM-ZWKOTPCHSA-N
CHEMBL109,VALPROIC ACID,"44089|CONVULEX|DEPAKOTE|Depakene|NSC-93819|PENTANOIC ACID, 2-PROPYL|STAVZOR|VALPROATE|VALPROIC ACID|VALPROIC ACID EXTENDED RELEASE",Small molecule,4,144.21,267,3627,2.29,37.3,1,1,0,5,N,0.64,5.14,None,2.8,0.56,0,MOL,0,10,2,1,0,144.115,ACID,C8H16O2,CCCC(CCC)C(=O)O,NIJJYAXOARWZEE-UHFFFAOYSA-N
CHEMBL47072,KETOBEMIDONE,A 21 LUNDBECK|CETOBEMIDONE|CIBA 7115|CLIRADONE|Cliradon|Cymidon|IDS-NK-001|IDS-NK-001(SECT.3)|KETOBEMIDONE|Ketodur|Ketogan|Ketorax|NSC-117863,Small molecule,0,247.34,7,16,2.33,40.54,3,1,0,3,Y,0.89,9.44,8.09,2.49,1.89,1,MOL,0,18,3,1,0,247.1572,NEUTRAL,C15H21NO2,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,ALFGKMXHOUSVAD-UHFFFAOYSA-N
CHEMBL126224,IPRINDOLE,Galatur|IPRINDOLE|NSC-169449|Pramindole|Prondol|Tertran|WY-3263,Small molecule,4,284.45,7,27,4.25,8.17,2,0,0,4,N,0.81,None,9.66,4.48,2.24,2,MOL,0,21,2,0,0,284.2252,BASE,C19H28N2,CN(C)CCCn1c2c(c3ccccc31)CCCCCC2,PLIGPBGDXASWPX-UHFFFAOYSA-N
CHEMBL36715,PIRACETAM,CL-871|GABACET|MYOCALM|NOOTROP|NOOTROP 1200|NOOTROP 400|NOOTROP 800|NOOTROPIL|NSC-758191|PIRACETAM,Small molecule,4,142.16,140,855,-0.91,63.4,2,1,0,2,N,0.54,None,None,-1.68,-1.68,0,MOL,0,10,4,2,0,142.0742,NEUTRAL,C6H10N2O2,NC(=O)CN1CCCC1=O,GMZVRMREEHBGGF-UHFFFAOYSA-N
CHEMBL569713,SCOPOLAMINE,Isoptpo Hyoscine|SCOPOLAMINE|TRANSDERM SCOP,Small molecule,4,303.36,3,8,0.92,62.3,5,1,0,4,N,0.66,None,6.95,0.89,0.76,1,MOL,0,22,5,1,0,303.1471,NEUTRAL,C17H21NO4,CN1[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,STECJAGHUSJQJN-FWXGHANASA-N
CHEMBL267044,LEVOSULPIRIDE,"(-)-SULPIRIDE|L-SULPIRIDE|LESURIDE|LEVOBREN|LEVOPRAID|LEVOPRIDE|LEVOSULPIRIDE|S-(-)-SULPIRIDE|SULPIRIDE L-FORM|SULPIRIDE, (-)-|SULPIRIDE, (S)-",Small molecule,2,341.43,139,508,0.56,101.73,5,2,0,6,N,0.79,10.24,8.39,0.22,-0.7,1,MOL,0,23,7,3,0,341.1409,NEUTRAL,C15H23N3O4S,CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,BGRJTUBHPOOWDU-NSHDSACASA-N
CHEMBL1206,ETHOPROPAZINE,Ethopropazine|PROFENAMINE|Parsidol,Small molecule,4,312.48,19,35,5.02,6.48,3,0,1,5,N,0.77,None,9.6,5,2.82,2,MOL,0,22,2,0,1,312.166,BASE,C19H24N2S,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,CDOZDBSBBXSXLB-UHFFFAOYSA-N
CHEMBL1341,METHOXYFLURANE,ANALGIZER|ANECOTAN|DA-759|INHALAN|METHOXIFLURANE|METHOXY FLURANE|METHOXYFLURANE|Methoxyflurane|Metofane|NSC-110432|PENTHROX|Penthrane|Pentrane,Small molecule,4,164.97,25,51,2.03,9.23,1,0,0,2,Y,0.57,None,None,2.31,2.31,0,MOL,0,8,1,0,0,163.9607,NEUTRAL,C3H4Cl2F2O,COC(F)(F)C(Cl)Cl,RFKMCNOHBTXSMU-UHFFFAOYSA-N
CHEMBL750,ZONISAMIDE,AD-810|CI-912|EXCEGRAN|N03AX15|PD-110843|ZONISAMIDE|Zonegran,Small molecule,4,212.23,79,444,1.85,87.18,4,2,0,2,N,0.79,1.82,2.46,-0.03,-1.68,2,MOL,0,14,5,2,0,212.0256,ACID,C8H8N2O3S,N=S(=O)(O)Cc1noc2ccccc12,UBQNRHZMVUUOMG-UHFFFAOYSA-N
CHEMBL550,PILOCARPINE,OCUCARPINE|OCUSERT PILO-20|OCUSERT PILO-40|Ocusert Pilo|PILOCARPINE|PILOCARPINUM|PILOCARPOL|PILOKARPIN|SPERSACARPINE|SYNCARPINE,Small molecule,4,208.26,29,160,1.16,44.12,4,0,0,3,N,0.7,None,6.37,0.95,0.92,1,MOL,0,15,4,0,0,208.1212,NEUTRAL,C11H16N2O2,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,QCHFTSOMWOSFHM-WPRPVWTQSA-N
CHEMBL36994,ANIRACETAM,1-P-ANISOYL-2-PYRROLIDINONE|ANIRACETAM|Ampamet|DRAGANON|Memodrin|NSC-758223|RO 13-5057|RO-13-5057|RO-135057|SARPUL,Small molecule,0,219.24,129,330,1.46,46.61,3,0,0,2,Y,0.71,None,None,1.11,1.11,1,MOL,0,16,4,0,0,219.0895,NEUTRAL,C12H13NO3,COc1ccc(C(=O)N2CCCC2=O)cc1,ZXNRTKGTQJPIJK-UHFFFAOYSA-N
CHEMBL130880,IPIDACRINE,IPIDACRINE|Ipidacrine,Small molecule,0,188.27,16,25,2.03,38.91,2,1,0,0,Y,0.68,None,9.72,2.13,0.36,1,MOL,0,14,2,2,0,188.1313,BASE,C12H16N2,Nc1c2c(nc3c1CCC3)CCCC2,YLUSMKAJIQOXPV-UHFFFAOYSA-N
CHEMBL1093,ARTICAINE,40 045|40-045|ARTICAINE|Articaine|CARTICAINE|HOE 045|HOE-045|Septocaine,Small molecule,4,284.38,10,29,2.17,67.43,5,2,0,6,N,0.79,11.61,8.68,3.25,1.94,1,MOL,0,19,5,2,0,284.1195,BASE,C13H20N2O3S,CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC,QTGIAADRBBLJGA-UHFFFAOYSA-N
CHEMBL135400,ZOPICLONE,AMOBAN|IMOVANE|NSC-758463|RP 27267|RP-27267|ZILEZE 3.75|ZILEZE 7.5|ZIMOVANE|ZIMOVANE LS|ZOPICLONE,Small molecule,4,388.82,38,562,1.57,91.76,7,0,0,2,N,0.77,8.04,6.86,0.52,0.59,2,MOL,0,27,9,0,0,388.1051,NEUTRAL,C17H17ClN6O3,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,GBBSUAFBMRNDJC-UHFFFAOYSA-N
CHEMBL445,NORTRIPTYLINE,ALLEGRON|AVENTYL|DESITRIPTILINA|LUMBECK|MOTIPRESS|MOTIVAL|NCI-169453|NORAMITRIPTYLINE|NORTRILEN|NORTRIPTYLINE|NSC-757234|Nortriptyline|Pamelor|SESAVAL,Small molecule,4,263.38,188,1068,3.83,12.03,1,1,0,3,N,0.83,None,10.47,4.43,1.58,2,MOL,0,20,1,1,0,263.1674,BASE,C19H21N,CNCCC=C1c2ccccc2CCc2ccccc21,PHVGLTMQBUFIQQ-UHFFFAOYSA-N
CHEMBL1098,BUPIVACAINE,"Anekain|BUCAINE|BUPIVACAINE|BUPIVACAINE LIPOSOME|EXPAREL|LIPOSOMAL BUPIVACAINE|LIQ-865|LIQ865|Marcaine|POSIMIR|ROPIVACAINE HYDROCHLORIDE IMPURITY, BUPIVACAINE-|SKY-0402|SKY0402|Sensorcaine",Small molecule,4,288.44,27,109,3.9,32.34,2,1,0,5,N,0.89,13.62,8,4.52,3.82,1,MOL,0,21,3,1,0,288.2202,NEUTRAL,C18H28N2O,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,LEBVLXFERQHONN-UHFFFAOYSA-N
CHEMBL1423,PIMOZIDE,MCN-JR-6238|NSC-170984|Orap|PIMOZIDE|R 623|R 6238|R-623|R-6238,Small molecule,4,461.56,196,578,5.86,41.03,3,1,1,7,N,0.37,12.9,8.38,5.83,4.8,4,MOL,0,34,4,1,1,461.2279,NEUTRAL,C28H29F2N3O,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,YVUQSNJEYSNKRX-UHFFFAOYSA-N
CHEMBL716,QUETIAPINE,ATROLAK XL|BIQUELLE XL|BRANCICO XL|EBESQUE XL|MINTRELEQ XL|NORSIC|NSC-758918|PSYQUET XL|QUETIAPINE|QUETIAPINE EXTENDED RELEASE|Quetiapine|SEOTIAPIM XL|SEROQUEL|SEROQUEL XL|SONDATE XL|TENPROLIDE XL|ZALURON XL,Small molecule,4,383.52,155,759,2.86,48.3,6,1,0,5,N,0.8,None,7.06,2.81,2.64,2,MOL,0,27,5,1,0,383.1667,NEUTRAL,C21H25N3O2S,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,URKOMYMAXPYINW-UHFFFAOYSA-N
CHEMBL278819,MINAPRINE,AGR-1240|Brantur|CB-30038|Cantor|MINAPRINE,Small molecule,4,298.39,21,32,2.2,50.28,5,1,0,5,N,0.92,None,6.28,2.19,2.16,2,MOL,0,22,5,1,0,298.1794,NEUTRAL,C17H22N4O,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,LDMWSLGGVTVJPG-UHFFFAOYSA-N
CHEMBL831,LOXAPINE,"ADASUVE|CL 62,362|CL-62362|LOXAPINE|Loxapac|Loxitane|Loxitane Intramuscular [as hydrochloride]|Loxitane-C Oral Suspension [as hydrochloride]|SUM 3170|SUM-3170",Small molecule,4,327.81,37,130,3.77,28.07,4,0,0,0,N,0.74,None,7.18,3.46,3.26,2,MOL,0,23,4,0,0,327.1138,NEUTRAL,C18H18ClN3O,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,XJGVXQDUIWGIRW-UHFFFAOYSA-N
CHEMBL252556,IDEBENONE,HYDROXYDECYL UBIQUINONE|IDEBENONE|NSC-759228|ORISTAR HDU|Raxone|SOVRIMA,Small molecule,4,338.44,146,876,3.46,72.83,5,1,0,12,N,0.44,None,None,3.57,3.57,0,MOL,0,24,5,1,0,338.2093,NEUTRAL,C19H30O5,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,JGPMMRGNQUBGND-UHFFFAOYSA-N
CHEMBL4297526,REMIMAZOLAM,BYFAVO|CNS 7056|CNS-7056|ONO-2745|REMIMAZOLAM,Small molecule,4,439.31,2,4,4.18,69.37,6,0,0,4,N,0.57,None,5.61,3.75,3.75,3,MOL,0,28,6,0,0,438.0691,NEUTRAL,C21H19BrN4O2,COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21,CYHWMBVXXDIZNZ-KRWDZBQOSA-N
CHEMBL53904,ZUCLOPENTHIXOL,CLOPENTHIXOL CIS(Z)-FORM|CLOPIXOL|Clopenthixol|ZUCLOPENTHIXOL,Small molecule,3,400.98,20,51,4.24,26.71,4,1,0,5,N,0.69,None,8.03,4.22,3.5,2,MOL,0,27,3,1,0,400.1376,NEUTRAL,C22H25ClN2OS,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1,WFPIAZLQTJBIFN-DVZOWYKESA-N
CHEMBL117785,TETRABENAZINE,NITOMAN|NSC-169886|REVOCON|RO 1-9569|RO-1-9569|RO-19569|TETMODIS|TETRABENAZINE|Tetrabenazine|XENAZINE|XENAZINE 25,Small molecule,4,317.43,25,62,3.24,38.77,4,0,0,4,N,0.85,None,7.33,3.4,3.14,1,MOL,0,23,4,0,0,317.1991,NEUTRAL,C19H27NO3,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,MKJIEFSOBYUXJB-UHFFFAOYSA-N
CHEMBL3989949,CENOBAMATE,CENOBAMATE|XCOPRI|YKP-3089|YKP3089,Small molecule,4,267.68,2,3,1.16,95.92,6,1,0,4,N,0.9,None,None,1.66,1.66,2,MOL,0,18,7,2,0,267.0523,NEUTRAL,C10H10ClN5O2,NC(=O)O[C@@H](Cn1ncnn1)c1ccccc1Cl,GFHAXPJGXSQLPT-VIFPVBQESA-N
CHEMBL918,PHENACEMIDE,NSC-39458|PHENACEMIDE|Phenacemide|Phenurone,Small molecule,4,178.19,119,571,0.42,72.19,2,2,0,2,N,0.69,11.75,None,0.46,0.46,1,MOL,0,13,4,3,0,178.0742,NEUTRAL,C9H10N2O2,NC(=O)NC(=O)Cc1ccccc1,XPFRXWCVYUEORT-UHFFFAOYSA-N
CHEMBL567,PERPHENAZINE,Chlorpiprazine|Decentan|ETAPERAZINE|FENTAZIN|NSC-150866|PERPHENAZINE|PERPHENAZINE FENDIZOATE|PERPHENAZINE MALEATE|Perphenazine|Perphenazine Fendizoate|Trilafon|Trilafon-LA,Small molecule,4,403.98,215,675,3.94,29.95,5,1,0,6,N,0.79,None,7.81,3.69,3.14,2,MOL,0,27,4,1,0,403.1485,NEUTRAL,C21H26ClN3OS,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,RGCVKNLCSQQDEP-UHFFFAOYSA-N
CHEMBL1743259,ETOPERIDONE,ETOPERIDONE|Etoperidone,Small molecule,0,377.92,1,1,2.49,46.3,6,0,0,7,N,0.74,None,7.09,3.37,3.19,2,MOL,0,26,6,0,0,377.1982,NEUTRAL,C19H28ClN5O,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CC,IZBNNCFOBMGTQX-UHFFFAOYSA-N
CHEMBL908,CHLORPROTHIXENE,CHLORPROTHIXENE|N-714|N-714RO 4-0403|NSC-18720|RO 4-0403|RO-4-0403|RO-40403|TRUXAL|Taractan,Small molecule,4,315.87,43,91,5.19,3.24,2,0,1,3,N,0.65,None,9.76,5.07,2.73,2,MOL,0,21,1,0,1,315.0848,BASE,C18H18ClNS,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,WSPOMRSOLSGNFJ-AUWJEWJLSA-N
CHEMBL46516,FLUSPIRILENE,FLUSPIRILENE|Imap|MCN-JR-6218|R 6218|R-6218|REDEPTIN|Redeptin,Small molecule,4,475.58,82,243,5.31,35.58,3,1,1,7,N,0.5,11.99,9.31,5.78,3.87,3,MOL,0,35,4,1,1,475.2435,BASE,C29H31F2N3O,O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,QOYHHIBFXOOADH-UHFFFAOYSA-N
CHEMBL3187365,ASENAPINE,ASENAPINE|SECUADO|SYCREST,Small molecule,4,285.77,7,23,4.26,12.47,2,0,0,0,N,0.72,None,7.29,3.72,3.47,2,MOL,0,20,2,0,0,285.092,NEUTRAL,C17H16ClNO,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1,VSWBSWWIRNCQIJ-UHFFFAOYSA-N
CHEMBL607400,BRIVARACETAM,BRIVARACETAM|BRIVIACT|UCB 34714|UCB-34714,Small molecule,4,212.29,6,14,0.9,63.4,2,1,0,5,N,0.74,None,None,0.66,0.66,0,MOL,0,15,4,2,0,212.1525,NEUTRAL,C11H20N2O2,CCC[C@@H]1CC(=O)N([C@@H](CC)C(N)=O)C1,MSYKRHVOOPPJKU-BDAKNGLRSA-N
CHEMBL1200922,MEBUTAMATE,AXITEN|BUTATENSIN|CARBUTEN|DICAMOYLMETHANE|Dormate|ENCAPLA|IPOTENSIVO|MEBUTAMAT|MEBUTAMATE|MEBUTINA|MIOARTRINA|NSC-163921|PREAN|PREMINEX|SIGMAFON|VALLENE|W-583,Small molecule,4,232.28,3,24,1.23,104.64,4,2,0,6,N,0.72,None,None,1.21,1.21,0,MOL,0,16,6,4,0,232.1423,NEUTRAL,C10H20N2O4,CCC(C)C(C)(COC(N)=O)COC(N)=O,LEROTMJVBFSIMP-UHFFFAOYSA-N
CHEMBL42,CLOZAPINE,CLOZAPINE|CLOZAPINE (CARACO)|CLOZAPINE (CLOZARIL)|CLOZAPINE (FAZACLO)|CLOZAPINE (IVAX)|CLOZAPINE (MYLAN)|CLOZAPINE (TEVA)|CLOZAPINE (UDL)|CLOZAPINE (VERSACLOZ)|CLOZAPINE RESOLUTION MIXTURE|Clozaril|FAZACLO ODT|Fazaclo|HF 1854|HF-1854|LEPONEX|NSC-757429|VERSACLOZ|ZAPONEX,Small molecule,4,326.83,284,2484,3.72,30.87,4,1,0,0,N,0.8,None,7.35,3.4,3.12,2,MOL,0,23,4,1,0,326.1298,NEUTRAL,C18H19ClN4,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,QZUDBNBUXVUHMW-UHFFFAOYSA-N
CHEMBL1256841,NIALAMIDE,NIALAMIDE|NIAMID|NSC-124514,Small molecule,4,298.35,43,102,1.02,83.12,4,3,0,7,N,0.53,13.65,3.41,0.39,0.39,2,MOL,0,22,6,3,0,298.143,NEUTRAL,C16H18N4O2,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,NOIIUHRQUVNIDD-UHFFFAOYSA-N
CHEMBL1077896,ROPIVACAINE,ROPIVACAINE|ROPIVICAINE|TLC-590|TLC590,Small molecule,4,274.41,16,57,3.51,32.34,2,1,0,4,N,0.91,13.62,7.82,4.07,3.51,1,MOL,0,20,3,1,0,274.2045,NEUTRAL,C17H26N2O,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,ZKMNUMMKYBVTFN-HNNXBMFYSA-N
CHEMBL3545125,MIROGABALIN,A-200-0700|A200-0700|MIROGABALIN,Small molecule,3,209.29,,,1.78,63.32,2,2,0,4,N,0.69,4.54,9.9,-1.28,-1.28,0,MOL,0,15,3,3,0,209.1416,ZWITTERION,C12H19NO2,CCC1=C[C@@H]2[C@H](C1)C[C@]2(CN)CC(=O)O,FTBQORVNHOIASH-CKYFFXLPSA-N
CHEMBL1201193,LEVOBUPIVACAINE,"(-)-BUPIVACAINE|(S)-BUPIVACAINE|BUPIVACAINE (-)-FORM|BUPIVACAINE, (-)-|BUPIVACAINE, (S)-|L-BUPIVACAINE|LEVOBUPIVACAINE|NOVABUPI",Small molecule,4,288.44,113,504,3.9,32.34,2,1,0,5,N,0.89,13.62,8,4.52,3.82,1,MOL,0,21,3,1,0,288.2202,NEUTRAL,C18H28N2O,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,LEBVLXFERQHONN-INIZCTEOSA-N
CHEMBL159659,LEVOMETHADONE,(-)-METHADONE|(6R)-METHADONE|(R)-METHADONE|D-(-)-METHADONE|L-METHADONE|L-POLAMIVET|LEVOMETHADONE|LEVOTHYL|POLAMIVET|R-(-)-METHADONE,Small molecule,0,309.45,4,12,4.29,20.31,2,0,0,7,N,0.76,None,9.12,5.01,3.29,2,MOL,0,23,2,0,0,309.2093,BASE,C21H27NO,CCC(=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,USSIQXCVUWKGNF-QGZVFWFLSA-N
CHEMBL660,AMANTADINE,AMANTADINE|AMANTIDINE|Amantadine|NSC-341865|Symadine|Symmetrel|TCMDC-125869,Small molecule,4,151.25,180,1377,1.91,26.02,1,1,0,0,Y,0.56,None,10.71,1.47,-1.38,0,MOL,0,11,1,2,0,151.1361,BASE,C10H17N,NC12CC3CC(CC(C3)C1)C2,DKNWSYNQZKUICI-UHFFFAOYSA-N
CHEMBL1371770,PIRIBEDIL,ET-495|EU-4200|PIRIBEDIL|TRIVASTAL|TRIVASTAL LP,Small molecule,4,298.35,26,76,1.53,50.72,6,0,0,3,N,0.86,None,6.73,2.03,1.95,2,MOL,0,22,6,0,0,298.143,NEUTRAL,C16H18N4O2,c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1,OQDPVLVUJFGPGQ-UHFFFAOYSA-N
CHEMBL37744,ZIMELDINE,CIS-ZIMELIDINE|Normud|ZIMELDINE|ZIMELIDINE|Zelmid,Small molecule,4,317.23,23,59,3.84,16.13,2,0,0,4,N,0.85,None,8.62,3.51,2.27,2,MOL,0,19,2,0,0,316.0575,BASE,C16H17BrN2,CN(C)C/C=C(/c1ccc(Br)cc1)c1cccnc1,OYPPVKRFBIWMSX-SXGWCWSVSA-N
CHEMBL1118,DESVENLAFAXINE,D-VENIZ|DESVENLAFAXINE|KHEDEZLA|MDD-XR|NEWVEN|O-DESMETHYLVENLAFAXINE|ODV|Pristiq,Small molecule,4,263.38,23,68,2.73,43.7,3,2,0,4,N,0.88,10.11,8.87,2.29,1.07,1,MOL,0,19,3,2,0,263.1885,BASE,C16H25NO2,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,KYYIDSXMWOZKMP-UHFFFAOYSA-N
CHEMBL1483877,ETHENZAMIDE,ETENZAMIDE|ETHENZAMIDE|J3.352I|NSC-28787|O-ETHOXYBENZAMIDE,Small molecule,0,165.19,8,22,1.18,52.32,2,1,0,3,Y,0.73,13.68,None,1.02,1.02,1,MOL,0,12,3,2,0,165.079,NEUTRAL,C9H11NO2,CCOc1ccccc1C(N)=O,SBNKFTQSBPKMBZ-UHFFFAOYSA-N
CHEMBL92401,IPRONIAZID,IPRONIAZID|IPRONIAZIDE|Iproniazide|MARSILID,Small molecule,4,179.22,132,2264,0.72,54.02,3,2,0,3,Y,0.67,13.66,3.82,0.31,0.31,1,MOL,0,13,4,2,0,179.1059,NEUTRAL,C9H13N3O,CC(C)NNC(=O)c1ccncc1,NYMGNSNKLVNMIA-UHFFFAOYSA-N
CHEMBL651,METHADONE,Amidone|DIAMINON|DL-METHADONE|DOLOPHIN|Dolophine|HEPTADONE|Heptadon|IDS-NM-002|METASEDIN|METHADONE|Methadone|Methadose|PHENADONE|Phy|Physeptone|Symoron|Westadone,Small molecule,4,309.45,25,127,4.29,20.31,2,0,0,7,N,0.76,None,9.12,5.01,3.29,2,MOL,0,23,2,0,0,309.2093,BASE,C21H27NO,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,USSIQXCVUWKGNF-UHFFFAOYSA-N
CHEMBL2105075,FLOCTAFENINE,DIRALGAN|FLOCTAFENIN|FLOCTAFENINE|IDALON|Idarac|NOVODOLAN|R 4318|R-4138|R-4318|RU 15750|RU-15750,Small molecule,0,406.36,3,13,3.51,91.68,6,3,0,6,N,0.54,13.62,5.84,4.43,4.42,3,MOL,0,29,6,3,0,406.114,NEUTRAL,C20H17F3N2O4,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2c(C(F)(F)F)cccc12,APQPGQGAWABJLN-UHFFFAOYSA-N
CHEMBL623,NEFAZODONE,NEFAZODONE|Nefazodone,Small molecule,4,470.02,56,183,3.55,55.53,7,0,0,10,N,0.45,None,7.09,4.65,4.48,3,MOL,0,33,7,0,0,469.2245,NEUTRAL,C25H32ClN5O2,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,VRBKIVRKKCLPHA-UHFFFAOYSA-N
